"case","ramplab","change.year","Year","SSB","F","R"
"Mmult Old Ages","Ramp9",2005,2012,20920,0.1794084,3136.738
"Mmult Old Ages","Ramp9",2005,2013,19745.89,0.1497323,3498.166
"Mmult Old Ages","Ramp9",2005,2014,16996.28,0.1516347,3157.873
"Mmult Old Ages","Ramp9",2005,2015,15122.67,0.1383813,3511.56
"Mmult Old Ages","Ramp9",2005,2016,15933.89,0.1053013,2180.351
"Mmult Old Ages","Ramp9",2005,2017,15381.59,0.1657439,3284.909
"Mmult Old Ages","Ramp9",2005,2018,13327.11,0.1921778,4075.067
"Mmult Old Ages","Ramp9",2010,1963,18352.03,0.284902,3383.741
"Mmult Old Ages","Ramp9",2010,1964,17829.86,0.2759761,2875.836
"Mmult Old Ages","Ramp9",2010,1965,17207.91,0.2579197,4045.869
"Mmult Old Ages","Ramp9",2010,1966,16925.82,0.1848482,4654.029
"Mmult Old Ages","Ramp9",2010,1967,17705.57,0.141296,4890.612
"Mmult Old Ages","Ramp9",2010,1968,19405.15,0.1322613,5836.67
"Mmult Old Ages","Ramp9",2010,1969,21612.32,0.1151087,5034.081
"Mmult Old Ages","Ramp9",2010,1970,24242.82,0.133421,6536.959
"Mmult Old Ages","Ramp9",2010,1971,26624.09,0.1504065,8000.352
"Mmult Old Ages","Ramp9",2010,1972,28773.7,0.1439384,5130.133
"Mmult Old Ages","Ramp9",2010,1973,31694.32,0.1350523,4743.872
"Mmult Old Ages","Ramp9",2010,1974,34478.54,0.1500988,5746.07
"Mmult Old Ages","Ramp9",2010,1975,35934.44,0.1359003,4723.072
"Mmult Old Ages","Ramp9",2010,1976,36896.88,0.145296,4880.84
"Mmult Old Ages","Ramp9",2010,1977,36638.44,0.1876361,6505.154
"Mmult Old Ages","Ramp9",2010,1978,35446.03,0.1883993,6403.451
"Mmult Old Ages","Ramp9",2010,1979,34694.47,0.1694706,3617.451
"Mmult Old Ages","Ramp9",2010,1980,34010.16,0.1989809,6670.811
"Mmult Old Ages","Ramp9",2010,1981,32337.88,0.2626227,5370.059
"Mmult Old Ages","Ramp9",2010,1982,29314.58,0.3257058,6183.009
"Mmult Old Ages","Ramp9",2010,1983,26009.46,0.33744,3786.398
"Mmult Old Ages","Ramp9",2010,1984,23251.43,0.4039579,5536.902
"Mmult Old Ages","Ramp9",2010,1985,20041.36,0.4924784,10657.06
"Mmult Old Ages","Ramp9",2010,1986,16657.2,0.5418467,5693.837
"Mmult Old Ages","Ramp9",2010,1987,14816.85,0.6442579,8671.225
"Mmult Old Ages","Ramp9",2010,1988,13907.48,0.6707783,8452.529
"Mmult Old Ages","Ramp9",2010,1989,12922.3,0.6360179,12371.66
"Mmult Old Ages","Ramp9",2010,1990,13157.55,0.6685813,12981.3
"Mmult Old Ages","Ramp9",2010,1991,13319.74,0.5983989,8060.61
"Mmult Old Ages","Ramp9",2010,1992,14187.56,0.9258855,6869.492
"Mmult Old Ages","Ramp9",2010,1993,12095.58,1.111383,6584.221
"Mmult Old Ages","Ramp9",2010,1994,9402.733,0.7676247,4511.358
"Mmult Old Ages","Ramp9",2010,1995,8444.715,0.721877,2876.119
"Mmult Old Ages","Ramp9",2010,1996,8395.354,0.5494643,3719.776
"Mmult Old Ages","Ramp9",2010,1997,8429.166,0.3588279,4906.551
"Mmult Old Ages","Ramp9",2010,1998,9903.127,0.3352474,4980.692
"Mmult Old Ages","Ramp9",2010,1999,10333.97,0.4636305,6784.465
"Mmult Old Ages","Ramp9",2010,2000,10521.58,0.4183024,2954.731
"Mmult Old Ages","Ramp9",2010,2001,12468.82,0.4120468,2570.176
"Mmult Old Ages","Ramp9",2010,2002,15217.47,0.2990619,2784.795
"Mmult Old Ages","Ramp9",2010,2003,16198.38,0.3785746,2721.092
"Mmult Old Ages","Ramp9",2010,2004,14913,0.2893292,2554.297
"Mmult Old Ages","Ramp9",2010,2005,12710.21,0.2736,4199.525
"Mmult Old Ages","Ramp9",2010,2006,12514.31,0.1807143,5095.842
"Mmult Old Ages","Ramp9",2010,2007,15392.86,0.1240667,3993.575
"Mmult Old Ages","Ramp9",2010,2008,15854.6,0.1282359,4373.271
"Mmult Old Ages","Ramp9",2010,2009,15371.43,0.1581895,4215.484
"Mmult Old Ages","Ramp9",2010,2010,18816.59,0.1324736,3528.367
"Mmult Old Ages","Ramp9",2010,2011,21326.47,0.1804935,3192.832
"Mmult Old Ages","Ramp9",2010,2012,20532.01,0.1807807,3025.808
"Mmult Old Ages","Ramp9",2010,2013,19231.27,0.1522639,3366.29
"Mmult Old Ages","Ramp9",2010,2014,16465.18,0.1552747,3030.13
"Mmult Old Ages","Ramp9",2010,2015,14559.01,0.1427838,3372.04
"Mmult Old Ages","Ramp9",2010,2016,15265.49,0.1092683,2095.091
"Mmult Old Ages","Ramp9",2010,2017,14673.65,0.1727324,3158.43
"Mmult Old Ages","Ramp9",2010,2018,12649.33,0.2012726,3917.753
"Mmult Old Ages","Ramp9",2015,1963,19067.28,0.2645919,3315.958
"Mmult Old Ages","Ramp9",2015,1964,18505.13,0.2638294,2829.705
"Mmult Old Ages","Ramp9",2015,1965,17772.22,0.2476003,3984.913
"Mmult Old Ages","Ramp9",2015,1966,17391.66,0.1785382,4591.486
"Mmult Old Ages","Ramp9",2015,1967,18073.04,0.1374577,4831.121
"Mmult Old Ages","Ramp9",2015,1968,19665.72,0.1295665,5770.82
"Mmult Old Ages","Ramp9",2015,1969,21762.42,0.1134437,4983.658
"Mmult Old Ages","Ramp9",2015,1970,24286.86,0.131932,6479.225
"Mmult Old Ages","Ramp9",2015,1971,26577.76,0.1489749,7926.286
"Mmult Old Ages","Ramp9",2015,1972,28656.96,0.1428652,5074.08
"Mmult Old Ages","Ramp9",2015,1973,31511.33,0.1343017,4686.088
"Mmult Old Ages","Ramp9",2015,1974,34236.03,0.1492075,5671.761
"Mmult Old Ages","Ramp9",2015,1975,35648.96,0.1352681,4657.19
"Mmult Old Ages","Ramp9",2015,1976,36572.84,0.1446197,4809.032
"Mmult Old Ages","Ramp9",2015,1977,36295.28,0.1863108,6404.476
"Mmult Old Ages","Ramp9",2015,1978,35103.72,0.1871358,6300.105
"Mmult Old Ages","Ramp9",2015,1979,34338.21,0.1686672,3556.765
"Mmult Old Ages","Ramp9",2015,1980,33625.95,0.1977761,6557.991
"Mmult Old Ages","Ramp9",2015,1981,31950.86,0.2603231,5280.307
"Mmult Old Ages","Ramp9",2015,1982,28966.41,0.3222755,6081.74
"Mmult Old Ages","Ramp9",2015,1983,25709.17,0.3344599,3726.797
"Mmult Old Ages","Ramp9",2015,1984,22981.29,0.3999404,5454.86
"Mmult Old Ages","Ramp9",2015,1985,19820,0.4865117,10514.13
"Mmult Old Ages","Ramp9",2015,1986,16496.64,0.5349988,5629.849
"Mmult Old Ages","Ramp9",2015,1987,14697.15,0.6330443,8601.048
"Mmult Old Ages","Ramp9",2015,1988,13844.17,0.6536705,8407.744
"Mmult Old Ages","Ramp9",2015,1989,12921.45,0.627607,12317.84
"Mmult Old Ages","Ramp9",2015,1990,13162.16,0.6599104,12911.44
"Mmult Old Ages","Ramp9",2015,1991,13308.49,0.5928127,8003.728
"Mmult Old Ages","Ramp9",2015,1992,14149.54,0.9181578,6800.683
"Mmult Old Ages","Ramp9",2015,1993,12034.05,1.10453,6487.761
"Mmult Old Ages","Ramp9",2015,1994,9307.662,0.7689188,4405.412
"Mmult Old Ages","Ramp9",2015,1995,8289.953,0.7297219,2779.523
"Mmult Old Ages","Ramp9",2015,1996,8150.097,0.5631764,3547.359
"Mmult Old Ages","Ramp9",2015,1997,8073.152,0.3735308,4606.077
"Mmult Old Ages","Ramp9",2015,1998,9357.457,0.3499754,4611.471
"Mmult Old Ages","Ramp9",2015,1999,9594.013,0.4955566,6214.601
"Mmult Old Ages","Ramp9",2015,2000,9521.581,0.4582675,2688.851
"Mmult Old Ages","Ramp9",2015,2001,11014.09,0.4629755,2340.721
"Mmult Old Ages","Ramp9",2015,2002,13253.27,0.3398578,2540.558
"Mmult Old Ages","Ramp9",2015,2003,13985.49,0.4353845,2499.106
"Mmult Old Ages","Ramp9",2015,2004,12886.56,0.331199,2362.177
"Mmult Old Ages","Ramp9",2015,2005,11394,0.2993338,3932.428
"Mmult Old Ages","Ramp9",2015,2006,11824.59,0.1858471,4853.036
"Mmult Old Ages","Ramp9",2015,2007,15124.39,0.1223798,3872.56
"Mmult Old Ages","Ramp9",2015,2008,16035.84,0.1216989,4306.224
"Mmult Old Ages","Ramp9",2015,2009,15693.32,0.1490972,4194.354
"Mmult Old Ages","Ramp9",2015,2010,19672.56,0.1222431,3526.233
"Mmult Old Ages","Ramp9",2015,2011,22666.82,0.1642836,3183.415
"Mmult Old Ages","Ramp9",2015,2012,22107.09,0.1627099,3000.476
"Mmult Old Ages","Ramp9",2015,2013,20758.01,0.1373659,3314.847
"Mmult Old Ages","Ramp9",2015,2014,17711.11,0.1411153,2958.63
"Mmult Old Ages","Ramp9",2015,2015,15168.06,0.1354628,3284.163
"Mmult Old Ages","Ramp9",2015,2016,15354.05,0.1079863,2035.917
"Mmult Old Ages","Ramp9",2015,2017,14296.99,0.1763947,3064.309
"Mmult Old Ages","Ramp9",2015,2018,12034.39,0.2104389,3791.835
"Mmult Young Ages"," Sudden",2000,1963,9812.254,0.5594395,4092.695
"Mmult Young Ages"," Sudden",2000,1964,9020.658,0.525685,3021.435
"Mmult Young Ages"," Sudden",2000,1965,8316.176,0.512783,3978.722
"Mmult Young Ages"," Sudden",2000,1966,7857.5,0.3775406,4422.549
"Mmult Young Ages"," Sudden",2000,1967,8305.217,0.2872253,4706.593
"Mmult Young Ages"," Sudden",2000,1968,9590.079,0.2425512,5659.188
"Mmult Young Ages"," Sudden",2000,1969,11466.66,0.1932178,4858.667
"Mmult Young Ages"," Sudden",2000,1970,13829.23,0.2181472,6305.68
"Mmult Young Ages"," Sudden",2000,1971,15861.12,0.2443531,7736.696
"Mmult Young Ages"," Sudden",2000,1972,17537.87,0.2263593,5075.235
"Mmult Young Ages"," Sudden",2000,1973,19835.84,0.2071583,4851.918
"Mmult Young Ages"," Sudden",2000,1974,21927.1,0.2345275,6087.825
"Mmult Young Ages"," Sudden",2000,1975,22773.14,0.2076592,5097.963
"Mmult Young Ages"," Sudden",2000,1976,23559.62,0.2183428,5300.635
"Mmult Young Ages"," Sudden",2000,1977,23517.62,0.2860519,7186.072
"Mmult Young Ages"," Sudden",2000,1978,22465.38,0.2886092,7271.991
"Mmult Young Ages"," Sudden",2000,1979,22061.84,0.2502448,4210.647
"Mmult Young Ages"," Sudden",2000,1980,22308.92,0.2788558,7926.689
"Mmult Young Ages"," Sudden",2000,1981,21539.67,0.3729802,6549.114
"Mmult Young Ages"," Sudden",2000,1982,19229.03,0.4761724,7740.822
"Mmult Young Ages"," Sudden",2000,1983,16926.29,0.4390206,4789.203
"Mmult Young Ages"," Sudden",2000,1984,15560.73,0.5095688,7052.311
"Mmult Young Ages"," Sudden",2000,1985,13650.28,0.5985786,13247.35
"Mmult Young Ages"," Sudden",2000,1986,11729.66,0.6310519,6773.512
"Mmult Young Ages"," Sudden",2000,1987,11410.09,0.7030409,9957.58
"Mmult Young Ages"," Sudden",2000,1988,11322.06,0.6610838,9417.976
"Mmult Young Ages"," Sudden",2000,1989,10747.53,0.6288303,13677.93
"Mmult Young Ages"," Sudden",2000,1990,11155.89,0.6532419,14568.13
"Mmult Young Ages"," Sudden",2000,1991,11878.12,0.5381537,9016.69
"Mmult Young Ages"," Sudden",2000,1992,13064.98,0.8218671,7516.011
"Mmult Young Ages"," Sudden",2000,1993,11116.01,0.983332,7032.281
"Mmult Young Ages"," Sudden",2000,1994,8407.651,0.7169193,4726.595
"Mmult Young Ages"," Sudden",2000,1995,7508.621,0.6640256,3036.564
"Mmult Young Ages"," Sudden",2000,1996,7346.57,0.528923,4077.989
"Mmult Young Ages"," Sudden",2000,1997,7185.627,0.3626384,6335.946
"Mmult Young Ages"," Sudden",2000,1998,8399.63,0.4470699,8225.651
"Mmult Young Ages"," Sudden",2000,1999,9211.172,0.6217769,15377.03
"Mmult Young Ages"," Sudden",2000,2000,10364.82,0.5326018,9579.1
"Mmult Young Ages"," Sudden",2000,2001,11732.19,0.5347008,7866.818
"Mmult Young Ages"," Sudden",2000,2002,13254.48,0.4097999,8070.461
"Mmult Young Ages"," Sudden",2000,2003,12219.95,0.5529459,7458.363
"Mmult Young Ages"," Sudden",2000,2004,10136.69,0.4650807,6767.323
"Mmult Young Ages"," Sudden",2000,2005,8187.351,0.4826964,10943.3
"Mmult Young Ages"," Sudden",2000,2006,7617.342,0.3426231,13330.7
"Mmult Young Ages"," Sudden",2000,2007,9421.995,0.2413025,10511.36
"Mmult Young Ages"," Sudden",2000,2008,9750.183,0.247818,11496.67
"Mmult Young Ages"," Sudden",2000,2009,9303.27,0.3115665,11098.48
"Mmult Young Ages"," Sudden",2000,2010,11350.04,0.2617157,9334.983
"Mmult Young Ages"," Sudden",2000,2011,12739.45,0.3572498,8440.521
"Mmult Young Ages"," Sudden",2000,2012,11808.69,0.3648599,7966.603
"Mmult Young Ages"," Sudden",2000,2013,11187.01,0.3071292,8817.722
"Mmult Young Ages"," Sudden",2000,2014,9783.892,0.3010826,7814.974
"Mmult Young Ages"," Sudden",2000,2015,8832.511,0.2718834,8411.006
"Mmult Young Ages"," Sudden",2000,2016,9499.967,0.1946631,4852.235
"Mmult Young Ages"," Sudden",2000,2017,9500.728,0.289028,6475.057
"Mmult Young Ages"," Sudden",2000,2018,7893.376,0.358783,6908.227
"Mmult Young Ages"," Sudden",2005,1963,11485.53,0.4511776,3699.215
"Mmult Young Ages"," Sudden",2005,1964,10770.84,0.4349644,2866.426
"Mmult Young Ages"," Sudden",2005,1965,10046.22,0.4192107,3857.71
"Mmult Young Ages"," Sudden",2005,1966,9610.763,0.3072666,4364.002
"Mmult Young Ages"," Sudden",2005,1967,10119.7,0.2341636,4637.34
"Mmult Young Ages"," Sudden",2005,1968,11483.78,0.2044153,5572.822
"Mmult Young Ages"," Sudden",2005,1969,13418.23,0.1670658,4799.489
"Mmult Young Ages"," Sudden",2005,1970,15826.61,0.1888838,6229.465
"Mmult Young Ages"," Sudden",2005,1971,17955.12,0.2102784,7625.533
"Mmult Young Ages"," Sudden",2005,1972,19781.22,0.1965195,4955.173
"Mmult Young Ages"," Sudden",2005,1973,22238.79,0.1812932,4682.591
"Mmult Young Ages"," Sudden",2005,1974,24510.84,0.2026131,5803.833
"Mmult Young Ages"," Sudden",2005,1975,25542.52,0.1810893,4827.378
"Mmult Young Ages"," Sudden",2005,1976,26367.57,0.1917196,5012.234
"Mmult Young Ages"," Sudden",2005,1977,26278.57,0.2486375,6759.128
"Mmult Young Ages"," Sudden",2005,1978,25236.28,0.2502012,6773.704
"Mmult Young Ages"," Sudden",2005,1979,24750.54,0.2204568,3887.224
"Mmult Young Ages"," Sudden",2005,1980,24721.54,0.2492283,7292.243
"Mmult Young Ages"," Sudden",2005,1981,23723.14,0.3302473,6000.628
"Mmult Young Ages"," Sudden",2005,1982,21299.66,0.4165894,7058.932
"Mmult Young Ages"," Sudden",2005,1983,18805.65,0.4009868,4362.347
"Mmult Young Ages"," Sudden",2005,1984,17092.32,0.4674469,6426.225
"Mmult Young Ages"," Sudden",2005,1985,14904.76,0.5524146,12180.56
"Mmult Young Ages"," Sudden",2005,1986,12685.7,0.5893447,6331.55
"Mmult Young Ages"," Sudden",2005,1987,12030.15,0.661466,9460.627
"Mmult Young Ages"," Sudden",2005,1988,11866.66,0.6256331,9073.419
"Mmult Young Ages"," Sudden",2005,1989,11330.18,0.6074282,13223.32
"Mmult Young Ages"," Sudden",2005,1990,11721.65,0.633945,13983.84
"Mmult Young Ages"," Sudden",2005,1991,12283.79,0.5373218,8629.878
"Mmult Young Ages"," Sudden",2005,1992,13343.99,0.8247412,7201.525
"Mmult Young Ages"," Sudden",2005,1993,11318.05,0.9885886,6715.461
"Mmult Young Ages"," Sudden",2005,1994,8548.449,0.7205288,4435.811
"Mmult Young Ages"," Sudden",2005,1995,7516.578,0.6836814,2751.418
"Mmult Young Ages"," Sudden",2005,1996,7209.941,0.553766,3502.183
"Mmult Young Ages"," Sudden",2005,1997,6865.753,0.3896104,4499.647
"Mmult Young Ages"," Sudden",2005,1998,7691.661,0.454886,4421.121
"Mmult Young Ages"," Sudden",2005,1999,7701.88,0.6783058,5892.04
"Mmult Young Ages"," Sudden",2005,2000,7615.172,0.6343758,2563.509
"Mmult Young Ages"," Sudden",2005,2001,8945.622,0.638075,2252.52
"Mmult Young Ages"," Sudden",2005,2002,11172.88,0.445699,2885.088
"Mmult Young Ages"," Sudden",2005,2003,11735.43,0.5530966,3526.003
"Mmult Young Ages"," Sudden",2005,2004,10582.49,0.4305791,4417.419
"Mmult Young Ages"," Sudden",2005,2005,9621.706,0.3948273,10318.05
"Mmult Young Ages"," Sudden",2005,2006,9218.22,0.2607954,12435.53
"Mmult Young Ages"," Sudden",2005,2007,11375.72,0.1789337,9793.135
"Mmult Young Ages"," Sudden",2005,2008,11584.43,0.1842604,10713.79
"Mmult Young Ages"," Sudden",2005,2009,10728.44,0.2393615,10353.79
"Mmult Young Ages"," Sudden",2005,2010,12926.61,0.2052661,8701.021
"Mmult Young Ages"," Sudden",2005,2011,14310.86,0.2861003,7837.75
"Mmult Young Ages"," Sudden",2005,2012,13283.42,0.29351,7317.951
"Mmult Young Ages"," Sudden",2005,2013,12540.51,0.2470947,7984.17
"Mmult Young Ages"," Sudden",2005,2014,11090.65,0.2395116,6942.473
"Mmult Young Ages"," Sudden",2005,2015,9898.284,0.2200367,7341.67
"Mmult Young Ages"," Sudden",2005,2016,10659.68,0.1597132,4144.646
"Mmult Young Ages"," Sudden",2005,2017,10621.27,0.2385126,5386.459
"Mmult Young Ages"," Sudden",2005,2018,8462.794,0.3066063,5602.961
"Mmult Young Ages"," Sudden",2010,1963,11626,0.4395675,3718.359
"Mmult Young Ages"," Sudden",2010,1964,10876.05,0.4239057,2866.652
"Mmult Young Ages"," Sudden",2010,1965,10132.2,0.4074423,3844.058
"Mmult Young Ages"," Sudden",2010,1966,9688.324,0.2987256,4341.621
"Mmult Young Ages"," Sudden",2010,1967,10182.35,0.2283268,4630.432
"Mmult Young Ages"," Sudden",2010,1968,11519.94,0.1992197,5572.233
"Mmult Young Ages"," Sudden",2010,1969,13424.21,0.1632743,4796.562
"Mmult Young Ages"," Sudden",2010,1970,15808.8,0.1846523,6231.139
"Mmult Young Ages"," Sudden",2010,1971,17929.7,0.2051681,7610.412
"Mmult Young Ages"," Sudden",2010,1972,19760.15,0.1918058,4928.46
"Mmult Young Ages"," Sudden",2010,1973,22219.17,0.1771222,4651.102
"Mmult Young Ages"," Sudden",2010,1974,24481.13,0.197987,5768.691
"Mmult Young Ages"," Sudden",2010,1975,25507.23,0.1772794,4793.348
"Mmult Young Ages"," Sudden",2010,1976,26327.63,0.1876285,4965.395
"Mmult Young Ages"," Sudden",2010,1977,26239.59,0.242678,6688.046
"Mmult Young Ages"," Sudden",2010,1978,25210.47,0.2444371,6706.329
"Mmult Young Ages"," Sudden",2010,1979,24711,0.2157493,3846.711
"Mmult Young Ages"," Sudden",2010,1980,24635.59,0.2438974,7205.043
"Mmult Young Ages"," Sudden",2010,1981,23602.87,0.3235597,5944.111
"Mmult Young Ages"," Sudden",2010,1982,21172.42,0.4089639,7021.031
"Mmult Young Ages"," Sudden",2010,1983,18663.12,0.3926459,4348.731
"Mmult Young Ages"," Sudden",2010,1984,16932.15,0.4590472,6435.436
"Mmult Young Ages"," Sudden",2010,1985,14747.49,0.541704,12222.87
"Mmult Young Ages"," Sudden",2010,1986,12563.35,0.5764558,6352.026
"Mmult Young Ages"," Sudden",2010,1987,11943.63,0.6429927,9499.139
"Mmult Young Ages"," Sudden",2010,1988,11802.86,0.6011221,9107.812
"Mmult Young Ages"," Sudden",2010,1989,11323.8,0.5901035,13273.09
"Mmult Young Ages"," Sudden",2010,1990,11746.97,0.6138623,14065.56
"Mmult Young Ages"," Sudden",2010,1991,12309.27,0.5191707,8687.498
"Mmult Young Ages"," Sudden",2010,1992,13389.53,0.7960823,7237.159
"Mmult Young Ages"," Sudden",2010,1993,11384.43,0.9540174,6739.196
"Mmult Young Ages"," Sudden",2010,1994,8613.48,0.6972553,4426.872
"Mmult Young Ages"," Sudden",2010,1995,7559.228,0.6603801,2729.567
"Mmult Young Ages"," Sudden",2010,1996,7241.665,0.5379431,3465.815
"Mmult Young Ages"," Sudden",2010,1997,6870.374,0.3821805,4435.966
"Mmult Young Ages"," Sudden",2010,1998,7643.663,0.4381538,4311.922
"Mmult Young Ages"," Sudden",2010,1999,7606.002,0.656509,5623.202
"Mmult Young Ages"," Sudden",2010,2000,7428.075,0.6153673,2367.075
"Mmult Young Ages"," Sudden",2010,2001,8573.968,0.630091,1990.803
"Mmult Young Ages"," Sudden",2010,2002,10440.8,0.4520479,2096.181
"Mmult Young Ages"," Sudden",2010,2003,10598.67,0.5889382,2022.603
"Mmult Young Ages"," Sudden",2010,2004,8927.065,0.4964103,1936.967
"Mmult Young Ages"," Sudden",2010,2005,7356.15,0.4932743,3332.923
"Mmult Young Ages"," Sudden",2010,2006,7173.065,0.3257494,4304.754
"Mmult Young Ages"," Sudden",2010,2007,9625.993,0.2009067,4920.948
"Mmult Young Ages"," Sudden",2010,2008,11187.11,0.1845798,8646.775
"Mmult Young Ages"," Sudden",2010,2009,12745.75,0.195109,14757.28
"Mmult Young Ages"," Sudden",2010,2010,18641.78,0.1439231,23785.6
"Mmult Young Ages"," Sudden",2010,2011,19802.86,0.2002401,20088.52
"Mmult Young Ages"," Sudden",2010,2012,17866.1,0.2066278,17462.22
"Mmult Young Ages"," Sudden",2010,2013,16513.3,0.1765554,17629.96
"Mmult Young Ages"," Sudden",2010,2014,14622.7,0.1687565,13817.22
"Mmult Young Ages"," Sudden",2010,2015,11980.44,0.1721407,13210.26
"Mmult Young Ages"," Sudden",2010,2016,11907.76,0.1372477,6574.822
"Mmult Young Ages"," Sudden",2010,2017,10821.26,0.2230809,7223.574
"Mmult Young Ages"," Sudden",2010,2018,6960.566,0.3614393,6044.075
"Mmult Young Ages"," Sudden",2015,1963,19057.59,0.2610455,3408.661
"Mmult Young Ages"," Sudden",2015,1964,18312.44,0.2521952,2808.283
"Mmult Young Ages"," Sudden",2015,1965,17523.33,0.2370739,3898.603
"Mmult Young Ages"," Sudden",2015,1966,17082.11,0.1716596,4499.587
"Mmult Young Ages"," Sudden",2015,1967,17653.58,0.1330511,4785.375
"Mmult Young Ages"," Sudden",2015,1968,19087.44,0.1250682,5741.158
"Mmult Young Ages"," Sudden",2015,1969,21029.36,0.1090268,4961.579
"Mmult Young Ages"," Sudden",2015,1970,23434.65,0.1269092,6454.84
"Mmult Young Ages"," Sudden",2015,1971,25637.19,0.1432174,7859.384
"Mmult Young Ages"," Sudden",2015,1972,27626.71,0.1372262,5017.167
"Mmult Young Ages"," Sudden",2015,1973,30376.54,0.1293956,4647.325
"Mmult Young Ages"," Sudden",2015,1974,32982.95,0.1437741,5650.399
"Mmult Young Ages"," Sudden",2015,1975,34292.46,0.1308491,4633.652
"Mmult Young Ages"," Sudden",2015,1976,35158.26,0.1407037,4770.927
"Mmult Young Ages"," Sudden",2015,1977,34889.88,0.1807254,6356.291
"Mmult Young Ages"," Sudden",2015,1978,33720.23,0.1816376,6260.265
"Mmult Young Ages"," Sudden",2015,1979,32946.99,0.1639624,3523.225
"Mmult Young Ages"," Sudden",2015,1980,32238.96,0.1905271,6513.355
"Mmult Young Ages"," Sudden",2015,1981,30587.34,0.2506923,5300.3
"Mmult Young Ages"," Sudden",2015,1982,27642.68,0.3127671,6181.957
"Mmult Young Ages"," Sudden",2015,1983,24456.43,0.3207726,3815.52
"Mmult Young Ages"," Sudden",2015,1984,21851.74,0.3805465,5634.909
"Mmult Young Ages"," Sudden",2015,1985,18850.32,0.4592752,10832.06
"Mmult Young Ages"," Sudden",2015,1986,15772.89,0.4987933,5760.751
"Mmult Young Ages"," Sudden",2015,1987,14239.93,0.5774194,8771.273
"Mmult Young Ages"," Sudden",2015,1988,13573.54,0.5682044,8552.808
"Mmult Young Ages"," Sudden",2015,1989,12809.65,0.5550582,12546.47
"Mmult Young Ages"," Sudden",2015,1990,13146.73,0.5849804,13199
"Mmult Young Ages"," Sudden",2015,1991,13338.03,0.5154959,8180.604
"Mmult Young Ages"," Sudden",2015,1992,14230.91,0.7978358,6907.612
"Mmult Young Ages"," Sudden",2015,1993,12151.16,0.9496637,6537.042
"Mmult Young Ages"," Sudden",2015,1994,9375.133,0.6715864,4370.04
"Mmult Young Ages"," Sudden",2015,1995,8297.95,0.638827,2734.569
"Mmult Young Ages"," Sudden",2015,1996,8112.614,0.501217,3489.66
"Mmult Young Ages"," Sudden",2015,1997,7933.223,0.3424247,4509.261
"Mmult Young Ages"," Sudden",2015,1998,9025.743,0.3310741,4448.325
"Mmult Young Ages"," Sudden",2015,1999,9146.363,0.4802055,5888.587
"Mmult Young Ages"," Sudden",2015,2000,8936.5,0.4418928,2494.18
"Mmult Young Ages"," Sudden",2015,2001,10171.57,0.4529892,2107.865
"Mmult Young Ages"," Sudden",2015,2002,12020.43,0.3370693,2212.075
"Mmult Young Ages"," Sudden",2015,2003,12328.16,0.4506061,2108.137
"Mmult Young Ages"," Sudden",2015,2004,10824.83,0.3760576,1953.641
"Mmult Young Ages"," Sudden",2015,2005,9097.822,0.3597648,3220.827
"Mmult Young Ages"," Sudden",2015,2006,9038.919,0.2317425,3970.466
"Mmult Young Ages"," Sudden",2015,2007,11507.87,0.1499443,3212.868
"Mmult Young Ages"," Sudden",2015,2008,12471.45,0.1454234,3698.052
"Mmult Young Ages"," Sudden",2015,2009,12545.74,0.1707023,3787.865
"Mmult Young Ages"," Sudden",2015,2010,16323.72,0.1344199,3417.228
"Mmult Young Ages"," Sudden",2015,2011,19882.23,0.1720088,3376.999
"Mmult Young Ages"," Sudden",2015,2012,20930.34,0.1566979,4468.957
"Mmult Young Ages"," Sudden",2015,2013,22041.1,0.11722,7203.126
"Mmult Young Ages"," Sudden",2015,2014,22569.49,0.1000764,9781.894
"Mmult Young Ages"," Sudden",2015,2015,22882.94,0.0835266,17687.72
"Mmult Young Ages"," Sudden",2015,2016,24476.44,0.06086737,7624.921
"Mmult Young Ages"," Sudden",2015,2017,24271.31,0.09062231,7371.521
"Mmult Young Ages"," Sudden",2015,2018,17206.03,0.1280229,5536.797
"Mmult Young Ages","Ramp4",2000,1963,9327.151,0.6294373,4348.936
"Mmult Young Ages","Ramp4",2000,1964,8456.555,0.5758044,3114.498
"Mmult Young Ages","Ramp4",2000,1965,7771.779,0.5650367,4052.538
"Mmult Young Ages","Ramp4",2000,1966,7306.886,0.4142836,4470.649
"Mmult Young Ages","Ramp4",2000,1967,7742.486,0.3142481,4778.633
"Mmult Young Ages","Ramp4",2000,1968,9012.69,0.2613709,5747.993
"Mmult Young Ages","Ramp4",2000,1969,10891.83,0.2054629,4919.158
"Mmult Young Ages","Ramp4",2000,1970,13271.41,0.2322362,6381.345
"Mmult Young Ages","Ramp4",2000,1971,15285.68,0.2617847,7837.088
"Mmult Young Ages","Ramp4",2000,1972,16904.04,0.2412287,5166.159
"Mmult Young Ages","Ramp4",2000,1973,19154.97,0.2197704,4970.176
"Mmult Young Ages","Ramp4",2000,1974,21192.24,0.2508294,6279.835
"Mmult Young Ages","Ramp4",2000,1975,21964.24,0.2207853,5273.819
"Mmult Young Ages","Ramp4",2000,1976,22749.13,0.2314514,5478.902
"Mmult Young Ages","Ramp4",2000,1977,22729.19,0.3055763,7441.637
"Mmult Young Ages","Ramp4",2000,1978,21648.33,0.3087987,7569.681
